title,tags
Dark Sector,"Action, Third-Person Shooter, Singleplayer, Third Person, Shooter, Gore, Horror, Masterpiece"
Puzzle Agent,"Puzzle, Adventure, Point & Click, Casual, Detective, Singleplayer, Mystery, Comedy, Surreal, Action, Short, Funny, Atmospheric, Horror, Hand-drawn, Touch-Friendly, 2D, Story Rich, Conspiracy, Interactive Fiction"
Tunnel Rats,"Action, FPS"
Nancy Drew®: Danger by Design,"Adventure, Point & Click, Puzzle, Detective, Story Rich, Classic, Great Soundtrack, Female Protagonist, Mouse only, Funny, Exploration, Atmospheric, Casual, Hidden Object, Mystery, Cult Classic, 1990's, 2.5D, Based On A Novel, 2D"
Nancy Drew®: Last Train to Blue Moon Canyon,"Adventure, Point & Click, Puzzle, Classic, Story Rich, Great Soundtrack, Funny, Mouse only, Detective, Female Protagonist, Atmospheric, Exploration, Casual, Based On A Novel, 2D, Retro, 1990's, 2.5D, Cult Classic, Family Friendly"
Nancy Drew®: The Haunted Carousel,"Adventure, Point & Click, Puzzle, Great Soundtrack, Classic, Detective, Female Protagonist, Mouse only, Drama, Funny, 2.5D, Retro, Story Rich, Casual, Exploration, Atmospheric, 2D, Based On A Novel, Visual Novel, 1990's"
Nancy Drew®: Curse of Blackmoor Manor,"Adventure, Point & Click, Puzzle, Story Rich, Classic, Great Soundtrack, Funny, Detective, Female Protagonist, Atmospheric, Exploration, Casual, Based On A Novel, Retro, Cult Classic, Mouse only, 1990's, 2.5D, 2D, Family Friendly"
Nancy Drew®: Danger on Deception Island,"Adventure, Point & Click, Puzzle, Great Soundtrack, Mouse only, Classic, Story Rich, Female Protagonist, Detective, Atmospheric, Exploration, Casual, Funny, Cult Classic, 2.5D, Based On A Novel, 2D, Retro, Linear, Family Friendly"
Nancy Drew®: Ghost Dogs of Moon Lake,"Adventure, Point & Click, Puzzle, Classic, Story Rich, Great Soundtrack, Mouse only, Female Protagonist, Detective, Atmospheric, Exploration, Casual, Based On A Novel, Visual Novel, 2D, Retro, Funny, 2.5D, Remake, Drama"
Nancy Drew®: Legend of the Crystal Skull,"Adventure, Point & Click, Puzzle, Story Rich, Great Soundtrack, Funny, Classic, Mouse only, Detective, Female Protagonist, Atmospheric, Casual, Exploration, Retro, Based On A Novel, 2D, 2.5D, Remake, Family Friendly, Drama"
"Nancy Drew® Dossier: Lights, Camera, Curses!","Adventure, Casual, Female Protagonist, Point & Click, Puzzle, Hidden Object, Detective, Story Rich, Mystery, Exploration, Atmospheric"
Nancy Drew®: Secret of the Old Clock,"Adventure, Point & Click, Puzzle, Based On A Novel, Great Soundtrack, Detective, Retro, Funny, Classic, Story Rich, Mouse only, 2.5D, Family Friendly, Female Protagonist, Atmospheric, Casual, Exploration, Visual Novel, Linear, Cult Classic"
Nancy Drew®: Secret of the Scarlet Hand,"Puzzle, Point & Click, Great Soundtrack, Detective, Adventure, Story Rich, Classic, Mouse only, Funny, Female Protagonist, Atmospheric, Exploration, Casual, 2D, Cult Classic, 2.5D, Based On A Novel, Retro, Linear, Family Friendly"
Nancy Drew®: The Creature of Kapu Cave,"Adventure, Point & Click, Puzzle, Mouse only, Classic, Detective, 2.5D, Great Soundtrack, Funny, Story Rich, Female Protagonist, Exploration, Atmospheric, Casual, 2D, Linear, Based On A Novel, Cult Classic, Retro, Family Friendly"
Nancy Drew®: The Haunting of Castle Malloy,"Adventure, Puzzle, Point & Click, Classic, Story Rich, Mouse only, Great Soundtrack, Funny, Drama, Detective, 2.5D, Female Protagonist, Atmospheric, Casual, Exploration, 2D, Retro, Based On A Novel, Visual Novel, Remake"
Nancy Drew®: The Phantom of Venice,"Adventure, Point & Click, Puzzle, Story Rich, Great Soundtrack, Classic, Mouse only, Funny, Drama, 2.5D, Family Friendly, Detective, Female Protagonist, Atmospheric, Exploration, Casual, 2D, Cult Classic, 1990's, Based On A Novel"
Nancy Drew®: The White Wolf of Icicle Creek,"Adventure, Point & Click, Puzzle, Classic, Story Rich, Great Soundtrack, Retro, Funny, 2.5D, Family Friendly, Mouse only, Detective, Drama, Female Protagonist, Atmospheric, Exploration, Casual, Based On A Novel, Linear, Cult Classic"
Nancy Drew®: Ransom of the Seven Ships,"Adventure, Point & Click, Puzzle, Story Rich, Great Soundtrack, Classic, Mouse only, Funny, Detective, Female Protagonist, Atmospheric, Casual, Exploration, Cult Classic, 2.5D, Based On A Novel, 2D, Retro, Linear, Family Friendly"
Raycatcher,"Indie, Casual"
LUXOR: Mah Jong,"Casual, Puzzle, Singleplayer"
Chainz 2: Relinked,"Casual, Puzzle, Match 3"
Midnight Mysteries,"Adventure, Casual, Hidden Object, Puzzle, Point & Click"
Everyday Genius: SquareLogic,"Puzzle, Casual, Indie, Strategy, Logic, Relaxing, Addictive, Masterpiece"
Zombie Bowl-o-Rama,"Bowling, Zombies, Casual, Sports, Singleplayer, Funny"
Metal Drift,"Action, Indie, Racing, Sports, Multiplayer"
Indiana Jones® and the Last Crusade™,"Adventure, Point & Click, Classic"
LEGO® Indiana Jones™: The Original Adventures,"Adventure, LEGO, Action, Family Friendly, Local Co-Op, Funny, Comedy, Masterpiece, Platformer, Classic, Singleplayer"
LOOM™,"Adventure, Point & Click, Classic, Fantasy, Puzzle, Singleplayer, Music, 1990's, Retro, Pixel Graphics, Cult Classic, Atmospheric, Masterpiece, Comedy, Third Person, Great Soundtrack, Short, Story Rich, Funny, Remake"
STAR WARS™ Starfighter™,"Action, Star Wars, Simulation, Space, Sci-fi, Singleplayer, Flight, Classic"
The Secret of Monkey Island: Special Edition,"Point & Click, Adventure, Comedy, Classic, Masterpiece, Remake, Pirates, Funny, Singleplayer, Puzzle, 1990's, 2D, Great Soundtrack, Story Rich, Retro, Cult Classic, Pixel Graphics, Nostalgia"
STAR WARS™ - Knights of the Old Republic™,"RPG, Star Wars, Sci-fi, Story Rich, Singleplayer, Classic, Masterpiece, Adventure, Party-Based RPG, Real-Time with Pause, Third Person, Choices Matter, Action, Exploration, Space, Fantasy, Atmospheric, Turn-Based, Great Soundtrack, Moddable"
STAR WARS™ Jedi Knight: Dark Forces II,"Star Wars, Action, FPS, Sci-fi, Classic, Third Person, Singleplayer, Multiplayer, First-Person, Shooter, Space, Masterpiece, Great Soundtrack, Adventure, FMV, Retro"
STAR WARS™ Jedi Knight - Mysteries of the Sith™,"Action, Star Wars, Sci-fi, FPS, Singleplayer, Shooter, Third Person, Classic, Female Protagonist, First-Person, Multiplayer, Adventure, Retro, 1990's"
STAR WARS™ - Dark Forces,"Star Wars, FPS, Action, Classic, Sci-fi, Shooter, Retro, First-Person, Singleplayer, Adventure, Old School, 1990's, Pixel Graphics"
Lucidity™,"Casual, Puzzle, Platformer, Indie, Female Protagonist"
STAR WARS™: The Clone Wars - Republic Heroes™,"Action, Star Wars, Singleplayer, Sci-fi, Co-op, Multiplayer, Local Co-Op, 3D Platformer, Space, Platformer"
STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,"Star Wars, Action, Third Person, Singleplayer, Hack and Slash, Sci-fi, Adventure, Story Rich, Controller, Great Soundtrack, Quick-Time Events, Beat 'em up, Platformer, RPG, Masterpiece, Space, Classic, Difficult"
LEGO® Star Wars™ - The Complete Saga,"LEGO, Star Wars, Adventure, Local Co-Op, Masterpiece, Family Friendly, Comedy, Co-op, Singleplayer, Action, Multiplayer, Sci-fi, Funny, Classic, Local Multiplayer, Great Soundtrack, Space, Controller, Open World, Casual"
LEGO® Indiana Jones™ 2: The Adventure Continues,"LEGO, Adventure, Local Co-Op, Action, Family Friendly, Comedy, Singleplayer, Open World, Co-op, Funny, Level Editor"
Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,"Point & Click, Adventure, Comedy, Classic, Remake, Masterpiece, Puzzle, Pirates, Singleplayer, Funny, 1990's, 2D, Cult Classic, Great Soundtrack, Retro, Story Rich, Atmospheric"
STAR WARS™ Empire at War - Gold Pack,"Strategy, Star Wars, RTS, Space, Sci-fi, Multiplayer, Singleplayer, Moddable, Tactical, Mod, Action, War, Great Soundtrack, Classic, Grand Strategy, Simulation, Co-op, 4X, Adventure, Atmospheric"
STAR WARS™: The Force Unleashed™ II,"Star Wars, Action, Singleplayer, Sci-fi, Hack and Slash, Third Person, Adventure, Controller, Short, Story Rich, Fantasy, Masterpiece, RPG, Multiplayer, Open World"
LEGO® Star Wars™ III - The Clone Wars™,"LEGO, Action, Star Wars, Adventure, Local Co-Op, Family Friendly, Co-op, Multiplayer, Comedy, Fantasy, Funny, Sci-fi, Strategy, Open World, Masterpiece, Puzzle, Third Person, Space, RTS, Singleplayer"
Delta Force Xtreme 2,"Action, FPS"
Delta Force,"Action, FPS, Military, Classic, Shooter"
Delta Force 2,"Action, FPS, Shooter, First-Person, Classic, Military, Tactical"
Delta Force Land Warrior,"Action, FPS, Singleplayer, Tactical, Military"
Delta Force: Task Force Dagger,"Action, FPS"
Delta Force: Xtreme,"Action, FPS"
Delta Force: Black Hawk Down,"Action, Military, Shooter, FPS, First-Person, Multiplayer, War, Classic, Singleplayer"
Delta Force — Black Hawk Down: Team Sabre,"Action, FPS, Shooter, First-Person, Military"
Armored Fist 3,"Simulation, Tanks"
F-16 Multirole Fighter,"Simulation, Flight"
F-22 Lightning 3,"Simulation, Flight"
MiG-29 Fulcrum,"Simulation, Flight"
Comanche 4,"Action, Simulation, Classic, Flight"
Tachyon: The Fringe,"Simulation, Space Sim, Space, Sci-fi, Classic"
Joint Operations: Combined Arms Gold,"Action, Multiplayer, Shooter, FPS, Co-op, Military"
Restaurant Empire II,"Simulation, Management, Casual, Strategy, Indie, Economy"
Alien Shooter,"Action, Shooter, Indie, RPG, Top-Down Shooter, Top-Down, Isometric, Singleplayer, Aliens, Gore, Classic, Sci-fi, Atmospheric, Masterpiece"
Alien Shooter: Revisited,"Action, RPG, Indie, Shooter, Singleplayer, Isometric, Top-Down Shooter, Aliens"
Alien Shooter 2: Reloaded,"Action, Indie, Shooter, RPG, Top-Down Shooter, Singleplayer, Aliens, Isometric, Top-Down, Gore, Multiplayer, Classic"
Zombie Shooter,"Action, Zombies, Indie, RPG, Shooter, Isometric, Top-Down, Singleplayer, Gore, Top-Down Shooter, Horror"
Zombie Shooter 2,"Action, Zombies, Indie, RPG, Shooter, Top-Down Shooter, Gore, Isometric, Singleplayer, Top-Down"
Assassin's Creed 2 Deluxe Edition,"Action, Open World, Parkour, Adventure, Stealth, Assassin, Third Person, Historical, Story Rich, Singleplayer, Great Soundtrack, Atmospheric, Conspiracy, Action-Adventure, Masterpiece, Classic, Multiplayer, Alternate History, Controller, Sandbox"
Prince of Persia: The Forgotten Sands™,"Action, Adventure, Platformer, Parkour, Third Person, Singleplayer, Fantasy, Hack and Slash"
Zeit²,"Action, Indie, Shoot 'Em Up, Side Scroller, Time Manipulation"
From Dust,"God Game, Simulation, Adventure, Sandbox, Strategy, Singleplayer, Puzzle, Magic, Building, Beautiful, Masterpiece, Physics"
Tropico Reloaded,"Simulation, City Builder, Strategy, Management, Classic, Sandbox, Great Soundtrack, Comedy, Singleplayer, Pirates, Economy"
Patrician III,"Strategy, Simulation, Trading, Management, Economy, RPG, Historical"
Broken Sword 2 - the Smoking Mirror: Remastered,"Adventure, Point & Click, Puzzle, Retro, Singleplayer, Mystery, Drama, 1990's, Great Soundtrack, Classic, Funny, Masterpiece, Cult Classic, Remake, Comedy"
Broken Sword 3 - the Sleeping Dragon,"Adventure, Mystery, Point & Click, Puzzle, Singleplayer, Third Person, Classic"
Crash Time 3,"Racing, Action, Automobile Sim, Open World, Simulation, Multiplayer, Local Multiplayer"
Puzzler World,"Casual, Puzzle, Singleplayer, Touch-Friendly, Word Game"
Ziro,"Casual, Indie, Puzzle"
Disciples III - Renaissance Steam Special Edition,"Strategy, RPG, Turn-Based, Turn-Based Strategy, Fantasy"
eversion,"Platformer, Indie, Horror, Short, Lovecraftian, 2D, Singleplayer, Pixel Graphics, Dark, Cute, Puzzle, Retro, Multiple Endings, Side Scroller, Psychological Horror, Difficult, Atmospheric, Colorful"
The Search for Amelia Earhart,"Casual, Hidden Object"
Drakensang: The River of Time,"RPG, Fantasy, Singleplayer, Adventure, Real-Time with Pause, Party-Based RPG, Atmospheric, Turn-Based, Character Customization, CRPG"
Elizabeth Find M.D. - Diagnosis Mystery - Season 2,"Casual, Hidden Object"
Arma 2,"Simulation, Military, Action, Multiplayer, Realistic, Tactical, FPS, Open World, Strategy, Shooter, War, First-Person, Co-op, Moddable, Singleplayer, Sandbox, Third Person, Zombies, Third-Person Shooter, TrackIR"
Arma 2: Operation Arrowhead,"Simulation, Military, Action, Multiplayer, Tactical, Strategy, Realistic, Shooter, FPS, Open World, War, Moddable, Co-op, Sandbox, Team-Based, First-Person, Singleplayer, Modern, Difficult, Third Person"
Fish Fillets 2,"Casual, Indie, Puzzle, Funny, Difficult, Singleplayer"
Pound of Ground,"Action, Zombies, Third-Person Shooter, Third Person, Singleplayer"
Alternativa,"Adventure, Point & Click, Sci-fi, Cyberpunk, Dystopian , Singleplayer"
Alpha Protocol™,"RPG, Stealth, Action, Choices Matter, Multiple Endings, Third Person, Character Customization, Story Rich, Singleplayer, Third-Person Shooter, Modern, Action RPG, Shooter, Cult Classic, Adventure, Romance, Atmospheric, Masterpiece, Great Soundtrack, Replay Value"
Total War: NAPOLEON – Definitive Edition,"Strategy, Historical, Grand Strategy, War, Turn-Based Strategy, RTS, Multiplayer, Tactical, Singleplayer, Military, Real Time Tactics, Turn-Based, Turn-Based Tactics, Action, Simulation, Masterpiece, Co-op, Great Soundtrack, Naval, Moddable"
Sonic & SEGA All-Stars Racing,"Racing, Local Multiplayer, Arcade, Split Screen, Great Soundtrack, Multiplayer, Action, Controller, Family Friendly, Singleplayer, 3D, 4 Player Local, Fast-Paced"
Death to Spies: Moment of Truth,"Action, Stealth, Third Person, World War II, Singleplayer, Shooter, Atmospheric"
XIII Century – Gold Edition,"Strategy, Medieval, RTS"
Light of Altair,"Strategy, Indie, Simulation, Space, Sci-fi, RTS"
Order of War™,"Strategy, World War II, RTS, War, Singleplayer"
Massive Assault,"Strategy, Turn-Based, Turn-Based Strategy"
Massive Assault: Phantom Renaissance,"Strategy, Turn-Based"
Chronicles of Mystery: The Scorpio Ritual,"Adventure, Point & Click, Female Protagonist"
Project Freedom,"Action, Simulation, Space, Sci-fi"
Combat Wings: Battle of Britain,"Simulation, Flight, World War II, Multiplayer, Arcade, Action, Singleplayer"
Sniper: Ghost Warrior,"Action, Sniper, FPS, Stealth, Singleplayer, Multiplayer, Shooter, First-Person, Bullet Time, Adventure, Military, Simulation, Masterpiece"
Sniper: Ghost Warrior 2,"Sniper, Action, FPS, Multiplayer, Shooter, Stealth, Singleplayer, First-Person, Military, Tactical, Adventure, Open World, Co-op, Strategy, Online Co-Op, Bullet Time, Simulation, Controller, Atmospheric, Difficult"
Bad Rats: the Rats' Revenge,"Cult Classic, Physics, Indie, Gore, Puzzle, Beautiful, Singleplayer, Dark, Addictive, Co-op, Hentai, Mature, Choices Matter, Perma Death, Quick-Time Events, Replay Value, Psychedelic, Third-Person Shooter, Blood, Violent"
Razor2: Hidden Skies,"Action, Indie, Casual, Shoot 'Em Up, Arcade, Bullet Hell, Shooter"
Mini Ninjas,"Adventure, Action, Ninja, Stealth, Cute, Singleplayer, 3D Platformer, Family Friendly, Third Person, Platformer, Controller, Funny, Open World, Great Soundtrack, Multiplayer, Anime, Casual, Hack and Slash, Indie, Beautiful"
Flora's Fruit Farm,"Farming Sim, Casual, Agriculture"
Lara Croft and the Guardian of Light,"Action, Adventure, Co-op, Local Co-Op, Lara Croft, Female Protagonist, Puzzle, Platformer, Online Co-Op, Puzzle Platformer, Singleplayer, Multiplayer, Isometric, Twin Stick Shooter, Third Person, Local Multiplayer, Exploration, Arcade, Controller, Difficult"
Batman: Arkham Asylum Game of the Year Edition,"Action, Batman, Stealth, Third Person, Adventure, Superhero, Singleplayer, Open World, Beat 'em up, Detective, Comic Book, Atmospheric, Story Rich, Masterpiece, Action-Adventure, Fighting, Controller, Metroidvania, Puzzle, 3D Vision"
Warfare,"Strategy, RTS, Military"
Clutch,"Combat Racing, Racing, Action, Zombies, Open World, Gore, Singleplayer"
Insane 2,"Racing, Offroad, Action, Arcade, Multiplayer, Split Screen, Local Multiplayer"
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,"Realistic, World War II, FPS, Multiplayer, Historical, Action, Tactical, First-Person, Shooter, Military, Team-Based, War, Simulation, Atmospheric, Tanks, Gore, Difficult, Singleplayer, Co-op, Strategy"
The Ball,"Puzzle, Action, Indie, Adventure, First-Person, Physics, Singleplayer, FPS, Horror"
Dwarfs!?,"Strategy, Indie, Casual, 2D, Fantasy, Tower Defense, Singleplayer, Arcade, Mining"
Big Brain Wolf,"Adventure, Casual, Strategy, Point & Click, Puzzle"
Trine Enchanted Edition,"Puzzle Platformer, Beautiful, Fantasy, Physics, Action, Platformer, Adventure, Local Co-Op, Great Soundtrack, Puzzle, Indie, Co-op, Singleplayer, Online Co-Op, Multiplayer, Atmospheric, Casual, Local Multiplayer, 2D, Female Protagonist"
Trine 2: Complete Story,"Puzzle Platformer, Platformer, Adventure, Beautiful, Action, 2D Platformer, Puzzle, Co-op, Fantasy, Indie, Online Co-Op, Local Co-Op, Multiplayer, Physics, Great Soundtrack, Singleplayer, Atmospheric, 2D, RPG, Casual"
BRAINPIPE: A Plunge to Unhumanity,"Casual, Indie, Psychedelic, Free to Play"
Foreign Legion: Buckets of Blood,"Action, Indie, Shooter, Third Person, Third-Person Shooter, Casual, Violent, Gore, Cartoon, Blood, Dark Humor, Arena Shooter"
Tradewinds Classics,"Casual, Adventure, Trading, Pirates"
Tradewinds Caravans + Odyssey Pack,"Casual, Trading"
Cake Mania Collection,"Casual, Time Management, Female Protagonist"
Monster Mash,"Casual, Tower Defense"
Kuros,"Casual, Hidden Object"
Cake Mania Main Street™,"Casual, Time Management"
Westward® IV: All Aboard,"Strategy, Casual"
Iron Roses,"Adventure, Casual"
Angle of Attack,"Simulation, Action"
All Aspect Warfare,"Action, Simulation"
The Void,"Surreal, Nudity, Adventure, Dark, Atmospheric, Survival, First-Person, Difficult, Horror, Masterpiece, Singleplayer, Action, Story Rich, Indie, Mature, Resource Management, Strategy, Soundtrack, Dark Fantasy, Open World"
Ninja Blade,"Action, Hack and Slash, Ninja, Quick-Time Events"
UFO: Extraterrestrials Gold,"Strategy, Turn-Based, Turn-Based Strategy, Tactical, Sci-fi, Aliens, Singleplayer"
Aztaka,"RPG, Action, Indie, Metroidvania, Platformer, Singleplayer, Side Scroller, Mythology, 2D"
Chocolatier®: Decadence by Design™,"Simulation, Casual"
Cooking Dash®,"Simulation, Time Management, Casual"
Diaper Dash®,Simulation
Diner Dash:® Hometown Hero™,"Time Management, Casual"
Emerald City Confidential™,"Adventure, Point & Click, Noir, Female Protagonist, Detective, Fantasy"
Wandering Willows™,"Adventure, RPG, Casual, Cute, Crafting"
Wedding Dash® 2: Rings Around the World,Time Management
DinerTown Tycoon,"Casual, Management"
DinerTown Detective Agency™,Hidden Object
The Nightshift Code™,Hidden Object
Nightshift Legacy: The Jaguar's Eye™,Hidden Object
Fitness Dash™,Casual
TriJinx: A Kristine Kross Mystery™,Casual
Valerie Porter and the Scarlet Scandal™,Hidden Object
Gemini Lost™,Casual
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack","Point & Click, Adventure, Indie, Comedy, 2D, Singleplayer, Funny, Time Travel, Retro, 1990's, Cult Classic, Classic, Puzzle, Hand-drawn"
Magnetis ,"Indie, Casual, Puzzle"
Windosill,"Casual, Point & Click, Indie, Short, Puzzle, Adventure, Family Friendly, Surreal, Atmospheric, Singleplayer, Cute, Beautiful"
Darkest of Days,"Action, Time Travel, FPS, World War I, Historical, First-Person, World War II, Singleplayer, Alternate History"
Quantz,"Indie, Casual, Puzzle"
Jewel Quest Pack,"Casual, Match 3, Puzzle"
Mahjong Quest Collection,"Casual, Puzzle"
Coconut Queen,"Casual, Simulation"
Build-A-Lot,"Simulation, Building"
Build-A-Lot 2: Town of the Year,Simulation
Build-A-Lot 3: Passport to Europe,"Simulation, Building"
Build-A-Lot 4: Power Source,Simulation
Farm Frenzy,"Farming Sim, Casual, Agriculture, Time Management"
Farm Frenzy 2,"Farming Sim, Casual, Agriculture, Time Management"
Farm Frenzy: Pizza Party,"Casual, Agriculture"
Farm Frenzy 3,"Casual, Puzzle, Agriculture, Time Management"
Farm Frenzy 3: American Pie,"Casual, Agriculture"
Cradle of Rome,"Casual, Match 3"
Cradle of Persia,"Casual, Match 3"
Romance of Rome,"Casual, Hidden Object"
Roogoo,"Casual, Puzzle, Masterpiece"
Hotel Giant 2,"Simulation, Management"
Fallout: A Post Nuclear Role Playing Game,"RPG, Post-apocalyptic, Classic, Open World, Isometric, Turn-Based, Turn-Based Combat, Singleplayer, Sci-fi, Masterpiece, Multiple Endings, Atmospheric, Retro, 1990's, Adventure, Exploration, 2D, CRPG, Difficult, Tactical"
Fallout 2: A Post Nuclear Role Playing Game,"RPG, Post-apocalyptic, Classic, Open World, Masterpiece, Isometric, Turn-Based, Turn-Based Combat, Singleplayer, Sci-fi, Atmospheric, Story Rich, Great Soundtrack, Retro, Exploration, Dark Humor, Replay Value, Adventure, CRPG, Sandbox"
Fallout Tactics: Brotherhood of Steel,"Post-apocalyptic, RPG, Strategy, Turn-Based, Tactical, Isometric, Singleplayer, Classic, Turn-Based Strategy, Sci-fi, Tactical RPG, Open World, Real-Time with Pause, Action, Atmospheric, Multiplayer, Masterpiece, Turn-Based Tactics, Story Rich, CRPG"
Kingpin — Life of Crime,"Action, FPS, Classic, Crime, Singleplayer, Gore, Violent, First-Person, Multiplayer, Shooter, 1990's, Retro, Masterpiece"
MDK,"Action, Classic, Third-Person Shooter, Masterpiece, Singleplayer, Third Person, Comedy, Sci-fi, 1990's, Shooter"
MDK 2,"Action, Masterpiece, Classic, Third Person, Sci-fi, Comedy, Funny"
Earthworm Jim 2,"Adventure, Action, Classic, Platformer, 2D, Comedy, Side Scroller, Family Friendly"
Faerie Solitaire,"Solitaire, Casual, Board Game, Card Game, Tabletop, RPG, Cute, Relaxing, Puzzle, Colorful, Family Friendly, Fantasy, Dark Fantasy, Adventure, Beautiful, Singleplayer, Addictive, Epic, Great Soundtrack, Indie"
Toki Tori,"Puzzle, Indie, Casual, Platformer, Cute, Singleplayer, 2D, Family Friendly, Difficult, Puzzle Platformer, Action, Adventure, Level Editor, Multiplayer, Side Scroller"
RUSH,"Puzzle, Indie, Casual, Singleplayer, Strategy, Abstract, Colorful"
EDGE,"Puzzle Platformer, Puzzle, Indie, Action, Platformer, Great Soundtrack, Singleplayer, Isometric, Casual, Abstract, 3D Platformer, Time Attack, Retro, Minimalist, Difficult"
Moonbase Alpha,"Space, Simulation, Free to Play, Multiplayer, Online Co-Op, Funny, Strategy, Adventure, Memes, Open World, Walking Simulator, Co-op, Sandbox, Realistic, Comedy, Third Person, Massively Multiplayer, Singleplayer, First-Person, Puzzle"
SEASON OF MYSTERY: The Cherry Blossom Murders,"Casual, Hidden Object, Adventure, Mystery, Point & Click, Female Protagonist, Puzzle"
RIFT,"Free to Play, MMORPG, Massively Multiplayer, RPG, Fantasy, Multiplayer, Open World, Adventure, Action, Co-op, Character Customization, PvP, Online Co-Op, Magic, Survival, Crafting, Singleplayer, Strategy, First-Person, FPS"
FINAL FANTASY VII,"JRPG, RPG, Classic, Turn-Based, Story Rich, Singleplayer, Great Soundtrack, Fantasy, Masterpiece, Retro, Adventure, Open World, Sci-fi, Party-Based RPG, Epic, Atmospheric, Cyberpunk, Exploration, Dystopian , Strategy"
FINAL FANTASY VIII,"JRPG, RPG, Classic, Singleplayer, Great Soundtrack, Turn-Based, Fantasy, Story Rich, Masterpiece, Card Game, Sci-fi, Adventure, Open World, Retro, Nostalgia, Romance, Atmospheric, 1990's, Action, Controller"
Dungeon Siege,"RPG, Fantasy, Action RPG, Classic, Party-Based RPG, Hack and Slash, Adventure, Singleplayer, Dungeon Crawler, Isometric, Loot, Multiplayer, Action, Masterpiece, Co-op, Real-Time with Pause, Open World, Great Soundtrack"
Dungeon Siege II,"RPG, Fantasy, Action RPG, Hack and Slash, Singleplayer, Adventure, Classic, Action, Party-Based RPG, Co-op, Isometric, Dungeon Crawler, Real-Time with Pause, Multiplayer, Masterpiece, Loot"
FINAL FANTASY XIV Online,"MMORPG, RPG, Massively Multiplayer, Fantasy, Great Soundtrack, JRPG, Open World, Story Rich, Character Customization, Anime, Multiplayer, Adventure, Magic, Action, Atmospheric, Co-op, Action RPG, Singleplayer, Female Protagonist, Online Co-Op"
Gothic® 3,"RPG, Open World, Fantasy, Action, Atmospheric, Third Person, Singleplayer, Gothic, Medieval, Adventure, Great Soundtrack, Story Rich, Magic, Masterpiece, Sandbox, Action RPG, Classic, First-Person, Replay Value, Dark Fantasy"
Gothic II: Gold Edition,"RPG, Classic, Masterpiece, Open World, Atmospheric, Singleplayer, Gothic, Fantasy, Action, Dark Fantasy, Story Rich, Third Person, Medieval, Replay Value, Adventure, Dragons, Difficult, Great Soundtrack, Action RPG, Magic"
The Guild Gold Edition,"Simulation, Strategy, Economy, Medieval, Management"
SpellForce - Platinum Edition,"RPG, Strategy, Fantasy, Action, RTS, Singleplayer, Story Rich, Masterpiece, Great Soundtrack, Classic"
Painkiller: Resurrection,"Action, FPS, Horror, Shooter"
AquaNox,"Action, Underwater, Singleplayer, Sci-fi, Cyberpunk, 6DOF, Shooter, Multiplayer, Simulation, Masterpiece, Classic"
AquaNox 2: Revelation,"Action, Underwater, Singleplayer, Cyberpunk, Sci-fi, 6DOF, Simulation"
The Guild II,"Simulation, Strategy, Life Sim, Medieval, RPG, Trading, Economy, Management, Singleplayer, Sandbox, Building, Masterpiece, Politics"
The Guild II - Pirates of the European Seas,"Simulation, Strategy, Medieval, Pirates, RPG, Singleplayer, Economy"
Chaser,"Action, FPS, Sci-fi, First-Person, Singleplayer, Cyberpunk, Multiplayer, Classic, Shooter, Masterpiece, Futuristic, Bullet Time, Atmospheric, Mars, Old School"
The Guild II Renaissance,"Simulation, Strategy, Colony Sim, Economy, Medieval, RPG, Trading, City Builder, Singleplayer, Politics, Multiplayer, Management, Resource Management, Sandbox, Political Sim, Historical, Open World, Building, Life Sim, Violent"
ArcaniA,"RPG, Open World, Singleplayer, Fantasy, Third Person, Adventure, Action, Action RPG, Gothic, Magic, Medieval, Casual, Masterpiece"
Nation Red,"Zombies, Action, Indie, Top-Down Shooter, Online Co-Op, Survival, Twin Stick Shooter, Co-op, Local Co-Op, Top-Down, Multiplayer, Gore, 4 Player Local, Addictive, Arcade, Horror, Shoot 'Em Up, Shooter, Blood, Singleplayer"
Coniclysm,Action
Supreme Commander 2,"Strategy, RTS, Sci-fi, Multiplayer, Robots, Base Building, Co-op, Singleplayer, Grand Strategy, Real-Time, Action, Military, War, Futuristic, Tactical, Masterpiece, Classic, Sandbox, Great Soundtrack"
ItzaBitza,Family Friendly
ItzaZoo,Family Friendly
Risen,"RPG, Open World, Gothic, Fantasy, Adventure, Singleplayer, Atmospheric, Third Person, Exploration, Action, Magic, Dark Fantasy, Story Rich, Masterpiece, Action RPG, Great Soundtrack, Medieval, Difficult, Sandbox, Character Customization"
Rush for Berlin Gold,"Strategy, RTS, World War II"
Secret Files: Tunguska,"Adventure, Point & Click, Female Protagonist, Mystery, Puzzle"
Secret Files 2: Puritas Cordis,"Adventure, Point & Click, Female Protagonist"
Lost Horizon,"Adventure, Point & Click, 1990's, Stylized, Story Rich, War, Masterpiece, Retro, Great Soundtrack, 2D, Classic, Puzzle"
nail'd,"Racing, Offroad, Action, Great Soundtrack, Arcade, Fast-Paced"
